customer_id,timestamp,risk_level,risk_score,txn_count_7d,salary_credits_30d,withdrawals_7d,total_spend_30d,essential_spend_ratio,discretionary_spend_ratio,days_since_salary,hardship_type,account_balance,emi_amount,previous_defaults,loan_from_other_banks
1604,2026-02-19 02:11:14,LOW,1,4,0,1,6877.0,0.0,1.0,-1,NONE,29126.0,5827.0,0,0
1745,2026-02-19 02:11:14,LOW,0,1,0,0,689.0,1.0,0.0,-1,NONE,65480.0,25252.0,0,0
1625,2026-02-19 02:11:15,LOW,0,1,0,0,421.0,1.0,0.0,-1,NONE,78826.0,5885.0,0,0
3469,2026-02-19 02:11:16,LOW,0,1,0,0,772.0,0.0,1.0,-1,NONE,28162.0,3309.0,0,0
650,2026-02-19 02:11:17,LOW,0,2,1,0,1327.0,1.0,0.0,-1,NONE,75700.0,7205.0,0,0
4772,2026-02-19 02:11:18,LOW,2,8,0,0,11720.0,0.0,1.0,-1,NONE,24294.0,15663.0,0,0
73,2026-02-19 02:11:20,LOW,3,10,0,1,65488.0,0.0172,0.9828,-1,INCOME_SHOCK,50754.0,14993.0,0,0
927,2026-02-19 02:11:21,LOW,1,5,0,0,6400.0,0.1142,0.8858,-1,NONE,44426.0,9094.0,0,0
4314,2026-02-19 02:11:22,LOW,2,9,0,0,9218.0,0.0,1.0,-1,OVERSPENDING,9383.0,6511.0,0,0
1862,2026-02-19 02:11:23,LOW,1,4,0,0,2057.0,1.0,0.0,-1,NONE,41428.0,11592.0,0,0
579,2026-02-19 02:11:24,LOW,2,8,0,0,4360.0,0.0594,0.9406,-1,NONE,63636.0,17229.0,0,0
881,2026-02-19 02:11:25,LOW,0,1,0,0,3387.0,0.0,1.0,-1,NONE,70274.0,2772.0,0,0
1230,2026-02-19 02:11:25,LOW,1,7,0,0,9948.0,0.1381,0.8619,-1,OVERSPENDING,21710.0,20303.0,0,0
4086,2026-02-19 02:11:26,LOW,1,7,0,0,1669.0,0.1821,0.8179,-1,NONE,75683.0,1168.0,0,0
2347,2026-02-19 02:11:26,LOW,2,10,0,3,17144.0,0.0478,0.9522,-1,OVERSPENDING,84082.0,2297.0,0,0
2553,2026-02-19 02:11:27,LOW,0,3,0,2,5571.0,0.047,0.953,-1,NONE,48584.0,4922.0,0,0
2792,2026-02-19 02:11:28,LOW,1,6,0,0,38431.0,0.0116,0.9884,-1,OVERSPENDING,14495.0,8851.0,0,0
4982,2026-02-19 02:11:29,LOW,0,4,1,3,2592.0,1.0,0.0,-1,NONE,42252.0,4868.0,0,0
3457,2026-02-19 02:11:29,LOW,1,4,0,0,10083.0,0.0,1.0,-1,OVERSPENDING,24304.0,15696.0,0,0
3511,2026-02-19 02:11:31,LOW,0,2,0,0,9357.0,0.0,1.0,-1,NONE,10563.0,4234.0,0,0
4879,2026-02-19 02:11:32,LOW,0,2,0,0,1906.0,1.0,0.0,-1,NONE,9908.0,7343.0,0,0
4296,2026-02-19 02:11:33,LOW,0,1,0,0,1471.0,1.0,0.0,-1,NONE,81640.0,7418.0,0,0
1220,2026-02-19 02:11:34,LOW,1,4,0,0,17889.0,0.0,1.0,-1,OVERSPENDING,16640.0,14088.0,0,0
3362,2026-02-19 02:11:34,LOW,0,7,4,0,20733.0,0.0867,0.9133,0,OVERSPENDING,62416.0,18935.0,0,0
3832,2026-02-19 02:11:37,LOW,1,7,0,1,14034.0,0.1274,0.8726,-1,OVERSPENDING,16185.0,2814.0,0,0
2573,2026-02-19 02:11:38,LOW,0,3,0,0,11313.0,0.0293,0.9707,-1,OVERSPENDING,61546.0,4936.0,0,0
2657,2026-02-19 02:11:38,LOW,1,6,0,0,2864.0,0.1568,0.8432,-1,NONE,61563.0,9466.0,0,0
2849,2026-02-19 02:11:39,LOW,0,2,0,0,3789.0,0.2293,0.7707,-1,NONE,77676.0,17272.0,0,0
2158,2026-02-19 02:11:39,LOW,1,4,0,0,2334.0,1.0,0.0,-1,NONE,12137.0,7045.0,0,0
612,2026-02-19 02:11:40,LOW,1,5,0,0,24734.0,1.0,0.0,-1,NONE,59477.0,17290.0,0,0
3053,2026-02-19 02:11:41,LOW,2,10,0,3,7150.0,1.0,0.0,-1,EXPENSE_COMPRESSION,85330.0,14917.0,0,0
2745,2026-02-19 02:11:41,LOW,0,4,1,0,0.0,0.0,0.0,-1,NONE,35552.0,18641.0,0,0
1740,2026-02-19 02:11:42,LOW,0,2,0,0,11129.0,0.1294,0.8706,-1,NONE,31248.0,2139.0,0,0
3737,2026-02-19 02:11:44,LOW,2,11,0,0,5759.0,0.0,1.0,-1,NONE,57942.0,36031.0,0,0
4379,2026-02-19 02:11:45,LOW,3,15,0,4,124721.0,0.0105,0.9895,-1,OVERSPENDING,8952.0,29493.0,0,0
3962,2026-02-19 02:11:46,LOW,1,5,0,1,7258.0,0.3468,0.6532,-1,NONE,58496.0,3547.0,0,0
1382,2026-02-19 02:11:46,LOW,1,6,0,0,5086.0,0.2495,0.7505,-1,NONE,85733.0,7996.0,0,0
4025,2026-02-19 02:11:47,LOW,3,12,0,3,16504.0,1.0,0.0,-1,EXPENSE_COMPRESSION,88024.0,5277.0,0,0
3442,2026-02-19 02:11:47,LOW,1,7,0,0,5974.0,0.0,1.0,-1,NONE,48768.0,6774.0,0,0
451,2026-02-19 02:11:49,LOW,0,1,0,1,1937.0,0.0,1.0,-1,NONE,66165.0,12798.0,0,0
4419,2026-02-19 02:11:50,LOW,2,12,0,0,35605.0,0.0,1.0,-1,OVERSPENDING,22896.0,8180.0,0,0
2582,2026-02-19 02:11:51,LOW,2,10,0,4,9509.0,0.7109,0.2891,-1,NONE,5085.0,6760.0,0,0
1035,2026-02-19 02:11:52,LOW,0,2,0,2,9982.0,0.0,1.0,-1,NONE,57704.0,13426.0,0,0
4615,2026-02-19 02:11:53,LOW,0,13,3,3,12433.0,0.2246,0.7754,0,OVERSPENDING,71215.0,6128.0,0,0
4003,2026-02-19 02:11:55,LOW,0,2,0,0,874.0,1.0,0.0,-1,NONE,60328.0,3869.0,0,0
3345,2026-02-19 02:11:55,LOW,0,3,0,1,8304.0,0.0308,0.9692,-1,OVERSPENDING,83850.0,10935.0,0,0
991,2026-02-19 02:11:56,LOW,0,3,0,3,16341.0,0.0,1.0,-1,OVERSPENDING,44649.0,3747.0,0,0
2537,2026-02-19 02:11:57,LOW,1,5,0,3,11869.0,0.0,1.0,-1,OVERSPENDING,32992.0,13789.0,0,0
2728,2026-02-19 02:11:59,LOW,0,3,0,0,4011.0,0.6308,0.3692,-1,NONE,48668.0,5008.0,0,0
1229,2026-02-19 02:11:59,LOW,0,1,0,0,2793.0,0.0,1.0,-1,NONE,73744.0,9720.0,0,0
4409,2026-02-19 02:12:00,LOW,0,1,0,0,1485.0,1.0,0.0,-1,NONE,16714.0,21087.0,0,0
3059,2026-02-19 02:12:01,LOW,0,2,0,0,3435.0,1.0,0.0,-1,NONE,58046.0,5490.0,0,0
3477,2026-02-19 02:12:02,LOW,0,7,3,0,1748.0,1.0,0.0,0,NONE,28482.0,3933.0,0,0
3394,2026-02-19 02:12:03,LOW,1,4,0,0,8888.0,0.3951,0.6049,-1,NONE,16795.0,3512.0,0,0
3043,2026-02-19 02:12:04,LOW,0,2,0,0,3866.0,0.4816,0.5184,-1,NONE,17668.0,11565.0,0,0
2794,2026-02-19 02:12:05,LOW,1,4,0,0,3057.0,0.0,1.0,-1,NONE,74994.0,4073.0,0,0
849,2026-02-19 02:12:05,LOW,0,3,0,0,2335.0,1.0,0.0,-1,NONE,6212.0,3753.0,0,0
4562,2026-02-19 02:12:06,LOW,0,3,0,0,2510.0,1.0,0.0,-1,NONE,84487.0,29319.0,0,0
4755,2026-02-19 02:12:06,LOW,0,3,0,0,4898.0,0.3481,0.6519,-1,NONE,81398.0,7092.0,0,0
3030,2026-02-19 02:12:07,LOW,2,6,0,0,2763.0,0.8885,0.1115,-1,NONE,20943.0,40439.0,0,0
1590,2026-02-19 02:12:08,LOW,0,2,0,0,1556.0,0.4942,0.5058,-1,NONE,35581.0,21397.0,0,0
1297,2026-02-19 02:12:09,LOW,3,5,0,4,18053.0,0.0,1.0,-1,NONE,75578.0,5929.0,0,0
2254,2026-02-19 02:12:09,LOW,1,6,0,0,1219.0,0.0,1.0,-1,NONE,28018.0,36722.0,0,0
847,2026-02-19 02:12:10,LOW,0,2,1,0,631.0,1.0,0.0,-1,NONE,69822.0,6265.0,0,0
626,2026-02-19 02:12:11,LOW,3,9,0,5,20176.0,0.0233,0.9767,-1,INCOME_SHOCK,24283.0,12577.0,0,0
3388,2026-02-19 02:12:12,LOW,0,1,0,0,1188.0,1.0,0.0,-1,NONE,36481.0,26683.0,0,0
665,2026-02-19 02:12:12,LOW,0,2,0,0,19906.0,0.0,1.0,-1,NONE,33754.0,14800.0,0,0
2121,2026-02-19 02:12:13,LOW,0,2,0,0,961.0,1.0,0.0,-1,NONE,18928.0,3991.0,0,0
4859,2026-02-19 02:12:14,LOW,1,5,0,0,12381.0,0.2017,0.7983,-1,OVERSPENDING,32063.0,11982.0,0,0
4263,2026-02-19 02:12:14,LOW,0,2,0,0,1635.0,1.0,0.0,-1,NONE,87023.0,13578.0,0,0
4498,2026-02-19 02:12:15,LOW,0,1,0,0,2192.0,1.0,0.0,-1,NONE,38163.0,7140.0,0,0
3099,2026-02-19 02:12:16,LOW,1,5,0,4,15941.0,0.0051,0.9949,-1,OVERSPENDING,33598.0,35123.0,0,0
815,2026-02-19 02:12:17,LOW,1,7,0,0,8636.0,1.0,0.0,-1,NONE,83146.0,5491.0,0,0
33,2026-02-19 02:12:18,LOW,0,1,1,0,0.0,0.0,0.0,-1,NONE,48797.0,7868.0,0,0
3998,2026-02-19 02:12:19,LOW,0,5,1,0,702.0,1.0,0.0,-1,NONE,25198.0,9412.0,0,0
2044,2026-02-19 02:12:21,LOW,1,4,0,0,337.0,0.0,1.0,-1,NONE,72705.0,28777.0,0,0
4868,2026-02-19 02:12:21,LOW,0,3,0,1,5606.0,0.2119,0.7881,-1,NONE,35950.0,5661.0,0,0
4273,2026-02-19 02:12:22,LOW,0,2,0,0,5116.0,0.0,1.0,-1,NONE,66395.0,2729.0,0,0
4352,2026-02-19 02:12:23,LOW,1,5,0,0,2095.0,1.0,0.0,-1,NONE,76442.0,2816.0,0,0
3214,2026-02-19 02:12:24,LOW,1,5,0,0,897.0,0.0,1.0,-1,NONE,81889.0,9873.0,0,0
1638,2026-02-19 02:12:26,LOW,1,6,0,0,3241.0,0.523,0.477,-1,NONE,82221.0,3125.0,0,0
949,2026-02-19 02:12:27,LOW,1,5,0,0,8424.0,0.0,1.0,-1,OVERSPENDING,68088.0,8450.0,0,0
1348,2026-02-19 02:12:28,LOW,1,6,0,0,22387.0,0.3282,0.6718,-1,OVERSPENDING,45372.0,7347.0,0,0
1050,2026-02-19 02:12:28,LOW,1,7,0,0,38344.0,0.5647,0.4353,-1,NONE,83796.0,14978.0,0,0
3803,2026-02-19 02:12:29,LOW,0,3,0,0,27589.0,0.0,1.0,-1,OVERSPENDING,10088.0,19319.0,0,0
3701,2026-02-19 02:12:29,LOW,0,3,0,0,2383.0,1.0,0.0,-1,NONE,41899.0,10714.0,0,0
2336,2026-02-19 02:12:30,LOW,0,3,0,0,2677.0,0.5954,0.4046,-1,NONE,53293.0,9023.0,0,0
1121,2026-02-19 02:12:31,LOW,0,2,0,0,1300.0,1.0,0.0,-1,NONE,30563.0,34134.0,0,0
794,2026-02-19 02:12:32,LOW,1,5,0,4,389.0,0.0,1.0,-1,NONE,77503.0,33658.0,0,0
525,2026-02-19 02:12:34,LOW,0,5,1,0,10832.0,1.0,0.0,-1,NONE,24967.0,1975.0,0,0
4940,2026-02-19 02:12:34,LOW,0,2,0,0,3186.0,0.0,1.0,-1,NONE,18871.0,2667.0,0,0
1059,2026-02-19 02:12:35,LOW,0,4,1,0,0.0,0.0,0.0,-1,NONE,65374.0,22556.0,0,0
3310,2026-02-19 02:12:35,LOW,2,10,0,0,23212.0,0.6767,0.3233,-1,NONE,26024.0,12107.0,0,0
1970,2026-02-19 02:12:36,LOW,1,4,0,0,1786.0,1.0,0.0,-1,NONE,53267.0,3137.0,0,0
3382,2026-02-19 02:12:37,LOW,0,3,0,0,11772.0,0.0,1.0,-1,OVERSPENDING,24636.0,13529.0,0,0
4552,2026-02-19 02:12:39,LOW,0,4,1,0,0.0,0.0,0.0,-1,NONE,8394.0,11089.0,0,0
1233,2026-02-19 02:12:41,LOW,1,5,0,0,3839.0,1.0,0.0,-1,NONE,19626.0,10305.0,0,0
1987,2026-02-19 02:12:42,LOW,1,5,0,0,804.0,1.0,0.0,-1,NONE,23591.0,33986.0,0,0
1726,2026-02-19 02:12:43,MEDIUM,4,9,0,1,22105.0,0.8619,0.1381,-1,INCOME_SHOCK,10694.0,2466.0,0,0
3646,2026-02-19 02:12:43,LOW,1,6,0,0,3639.0,0.5229,0.4771,-1,NONE,31367.0,1740.0,0,0
1497,2026-02-19 02:12:45,LOW,1,4,0,0,13589.0,0.0,1.0,-1,NONE,9615.0,4773.0,0,0
272,2026-02-19 02:12:45,LOW,1,4,0,0,16352.0,0.0,1.0,-1,OVERSPENDING,78021.0,3598.0,0,0
3417,2026-02-19 02:12:47,LOW,0,5,3,0,1178.0,0.8854,0.1146,0,NONE,34062.0,9716.0,0,0
3987,2026-02-19 02:12:48,LOW,0,1,0,0,1431.0,0.0,1.0,-1,NONE,44843.0,6634.0,0,0
4706,2026-02-19 02:12:48,LOW,0,2,0,1,289.0,0.0,1.0,-1,NONE,27839.0,20616.0,0,0
1526,2026-02-19 02:12:49,LOW,1,5,0,0,53394.0,0.0,1.0,-1,OVERSPENDING,48840.0,13986.0,0,0
4584,2026-02-19 02:12:51,LOW,0,2,0,0,2926.0,0.0,1.0,-1,NONE,19335.0,4153.0,0,0
3510,2026-02-19 02:12:51,LOW,2,8,0,0,1504.0,1.0,0.0,-1,NONE,75420.0,24096.0,0,0
1344,2026-02-19 02:12:52,LOW,1,5,0,0,11871.0,0.1903,0.8097,-1,OVERSPENDING,82968.0,2403.0,0,0
3134,2026-02-19 02:12:54,LOW,1,5,0,0,4843.0,0.2315,0.7685,-1,NONE,13205.0,1239.0,0,0
2081,2026-02-19 02:12:55,LOW,2,11,0,0,38028.0,0.0,1.0,-1,NONE,47096.0,10364.0,0,0
3543,2026-02-19 02:12:56,LOW,1,7,0,3,2291.0,1.0,0.0,-1,NONE,17118.0,1551.0,0,0
858,2026-02-19 02:12:57,LOW,1,4,0,0,8453.0,0.0854,0.9146,-1,NONE,52683.0,3085.0,0,0
3772,2026-02-19 02:12:58,LOW,0,1,0,0,8209.0,0.0,1.0,-1,NONE,16343.0,43020.0,0,0
1525,2026-02-19 02:12:59,LOW,1,4,0,0,1616.0,1.0,0.0,-1,NONE,50788.0,10475.0,0,0
28,2026-02-19 02:13:00,LOW,0,2,0,0,1818.0,1.0,0.0,-1,NONE,23827.0,4737.0,0,0
692,2026-02-19 02:13:00,LOW,1,4,0,1,5784.0,0.2605,0.7395,-1,NONE,7297.0,9765.0,0,0
1066,2026-02-19 02:13:02,LOW,0,1,0,1,4765.0,0.0,1.0,-1,NONE,78732.0,15293.0,0,0
3744,2026-02-19 02:13:03,LOW,3,13,0,4,5496.0,0.1124,0.8876,-1,INCOME_SHOCK,75206.0,2261.0,0,0
3321,2026-02-19 02:13:03,LOW,0,1,0,0,1930.0,1.0,0.0,-1,NONE,13700.0,8215.0,0,0
3121,2026-02-19 02:13:04,LOW,1,5,0,0,3125.0,1.0,0.0,-1,NONE,7120.0,9697.0,0,0
1314,2026-02-19 02:13:05,LOW,0,3,0,0,15479.0,0.8771,0.1229,-1,NONE,69366.0,11277.0,0,0
4841,2026-02-19 02:13:06,LOW,1,4,0,0,2493.0,1.0,0.0,-1,NONE,58047.0,34331.0,0,0
1410,2026-02-19 02:13:06,LOW,0,5,1,3,1146.0,1.0,0.0,-1,NONE,16624.0,1604.0,0,0
2837,2026-02-19 02:13:07,LOW,1,4,0,0,919.0,0.4538,0.5462,-1,NONE,60320.0,16615.0,0,0
2468,2026-02-19 02:13:08,LOW,0,2,0,0,3591.0,0.4305,0.5695,-1,NONE,42699.0,11912.0,0,0
517,2026-02-19 02:13:08,LOW,0,3,0,0,2695.0,0.1718,0.8282,-1,NONE,65998.0,8272.0,0,0
4262,2026-02-19 02:13:10,LOW,0,2,1,0,1504.0,0.0,1.0,-1,NONE,46770.0,15093.0,0,0
3595,2026-02-19 02:13:10,LOW,1,4,0,3,6262.0,0.0,1.0,-1,OVERSPENDING,50637.0,9755.0,0,0
2417,2026-02-19 02:13:12,LOW,2,7,0,4,9565.0,0.8928,0.1072,-1,NONE,85936.0,9545.0,0,0
2820,2026-02-19 02:13:13,LOW,0,1,0,0,2551.0,0.0,1.0,-1,NONE,47105.0,4626.0,0,0
329,2026-02-19 02:13:14,LOW,1,5,0,0,22050.0,0.0594,0.9406,-1,OVERSPENDING,23678.0,7107.0,0,0
2303,2026-02-19 02:13:15,LOW,0,1,0,0,910.0,1.0,0.0,-1,NONE,10368.0,11167.0,0,0
1346,2026-02-19 02:13:18,LOW,0,3,0,0,25839.0,0.0,1.0,-1,OVERSPENDING,34560.0,16077.0,0,0
15,2026-02-19 02:13:18,LOW,0,2,0,0,3905.0,0.5634,0.4366,-1,NONE,8632.0,12879.0,0,0
4330,2026-02-19 02:13:19,LOW,0,2,0,0,765.0,1.0,0.0,-1,NONE,79807.0,9721.0,0,0
4729,2026-02-19 02:13:20,LOW,3,9,0,3,20265.0,0.0975,0.9025,-1,INCOME_SHOCK,82527.0,9321.0,0,0
502,2026-02-19 02:13:21,LOW,0,1,0,0,960.0,1.0,0.0,-1,NONE,41482.0,39824.0,0,0
2432,2026-02-19 02:13:22,LOW,0,2,0,0,3723.0,0.0,1.0,-1,NONE,70159.0,13941.0,0,0
1981,2026-02-19 02:13:23,LOW,1,6,0,0,1127.0,0.7214,0.2786,-1,NONE,79071.0,1988.0,0,0
1442,2026-02-19 02:13:24,LOW,0,3,0,1,6996.0,0.0557,0.9443,-1,NONE,17701.0,6317.0,0,0
4550,2026-02-19 02:13:24,LOW,0,3,0,0,9700.0,0.9609,0.0391,-1,NONE,62965.0,12959.0,0,0
1175,2026-02-19 02:13:25,LOW,0,1,1,0,0.0,0.0,0.0,-1,NONE,7711.0,5780.0,0,0
288,2026-02-19 02:13:27,LOW,0,1,0,0,3809.0,0.0,1.0,-1,NONE,82970.0,5938.0,0,0
524,2026-02-19 02:13:28,LOW,2,6,0,0,9906.0,0.8381,0.1619,-1,NONE,38630.0,13752.0,0,0
2999,2026-02-19 02:13:29,LOW,2,5,0,4,12976.0,0.8483,0.1517,-1,NONE,54078.0,16091.0,0,0
1347,2026-02-19 02:13:30,LOW,0,1,0,0,1902.0,0.0,1.0,-1,NONE,30871.0,2151.0,0,0
3720,2026-02-19 02:13:31,LOW,0,1,0,0,2306.0,1.0,0.0,-1,NONE,40263.0,5647.0,0,0
2902,2026-02-19 02:13:32,LOW,0,1,0,0,1154.0,0.0,1.0,-1,NONE,25541.0,7942.0,0,0
1340,2026-02-19 02:13:32,LOW,0,1,0,0,901.0,1.0,0.0,-1,NONE,57761.0,13796.0,0,0
2606,2026-02-19 02:13:33,LOW,0,1,0,0,1660.0,1.0,0.0,-1,NONE,11743.0,11634.0,0,0
1250,2026-02-19 02:13:34,LOW,3,9,0,0,6261.0,0.0599,0.9401,-1,INCOME_SHOCK,57831.0,12121.0,0,0
3429,2026-02-19 02:13:34,LOW,0,4,3,0,6717.0,0.0,1.0,0,OVERSPENDING,32636.0,39072.0,0,0
1971,2026-02-19 02:13:36,LOW,0,10,4,0,12735.0,0.1083,0.8917,0,OVERSPENDING,24822.0,15016.0,0,0
2545,2026-02-19 02:13:36,LOW,1,5,0,0,3837.0,1.0,0.0,-1,NONE,27836.0,11939.0,0,0
4120,2026-02-19 02:13:37,LOW,0,1,0,0,1865.0,1.0,0.0,-1,NONE,13389.0,2886.0,0,0
4689,2026-02-19 02:13:38,LOW,2,8,0,4,2266.0,1.0,0.0,-1,NONE,31055.0,5325.0,0,0
4189,2026-02-19 02:13:39,LOW,0,1,0,0,428.0,1.0,0.0,-1,NONE,47923.0,13334.0,0,0
3799,2026-02-19 02:13:40,LOW,1,4,0,3,948.0,1.0,0.0,-1,NONE,17550.0,36832.0,0,0
2629,2026-02-19 02:13:41,LOW,2,7,0,0,10075.0,0.9509,0.0491,-1,NONE,24162.0,16519.0,0,0
3831,2026-02-19 02:13:43,LOW,0,5,4,0,293.0,1.0,0.0,0,NONE,65625.0,14146.0,0,0
2633,2026-02-19 02:13:44,LOW,2,12,0,3,12035.0,0.9762,0.0238,-1,NONE,82540.0,14194.0,0,0
1741,2026-02-19 02:13:46,LOW,0,2,0,0,4869.0,0.0,1.0,-1,NONE,80558.0,11073.0,0,0
2163,2026-02-19 02:13:47,LOW,0,3,0,3,8455.0,0.0,1.0,-1,NONE,9888.0,42163.0,0,0
4852,2026-02-19 02:13:48,LOW,0,3,0,0,1150.0,1.0,0.0,-1,NONE,57714.0,26939.0,0,0
3841,2026-02-19 02:13:49,LOW,0,2,0,0,3200.0,1.0,0.0,-1,NONE,66636.0,9918.0,0,0
2429,2026-02-19 02:13:50,LOW,1,6,0,0,3792.0,0.1743,0.8257,-1,NONE,11494.0,14666.0,0,0
4744,2026-02-19 02:13:51,LOW,1,5,0,0,13896.0,0.0976,0.9024,-1,OVERSPENDING,78280.0,15484.0,0,0
3291,2026-02-19 02:13:52,LOW,0,2,1,0,7184.0,0.0,1.0,-1,NONE,34568.0,5947.0,0,0
545,2026-02-19 02:13:53,LOW,0,1,0,0,261.0,1.0,0.0,-1,NONE,24412.0,8253.0,0,0
4696,2026-02-19 02:13:54,LOW,0,3,2,0,496.0,1.0,0.0,-1,NONE,6335.0,18322.0,0,0
2516,2026-02-19 02:13:55,LOW,0,13,7,3,4682.0,0.7091,0.2909,0,NONE,33630.0,5712.0,0,0
4168,2026-02-19 02:13:55,LOW,0,2,0,0,1892.0,0.8774,0.1226,-1,NONE,36375.0,37531.0,0,0
2701,2026-02-19 02:13:56,LOW,1,5,0,3,5088.0,0.0,1.0,-1,NONE,41940.0,20062.0,0,0
3439,2026-02-19 02:13:57,LOW,2,5,0,0,1494.0,0.8728,0.1272,-1,NONE,45128.0,7515.0,0,0
4007,2026-02-19 02:13:57,LOW,1,5,0,0,23898.0,0.0,1.0,-1,OVERSPENDING,18946.0,9498.0,0,0
3392,2026-02-19 02:13:59,LOW,0,1,0,0,1249.0,1.0,0.0,-1,NONE,55289.0,5943.0,0,0
3453,2026-02-19 02:13:59,LOW,1,4,0,0,56615.0,0.0273,0.9727,-1,OVERSPENDING,72898.0,18356.0,0,0
1355,2026-02-19 02:14:00,LOW,3,11,0,4,17194.0,0.0855,0.9145,-1,INCOME_SHOCK,63149.0,7515.0,0,0
1272,2026-02-19 02:14:00,LOW,1,5,0,0,11561.0,1.0,0.0,-1,NONE,11766.0,10187.0,0,0
2991,2026-02-19 02:14:02,LOW,2,8,0,3,9340.0,1.0,0.0,-1,NONE,13961.0,10170.0,0,0
4825,2026-02-19 02:14:03,LOW,1,4,0,2,6390.0,0.2166,0.7834,-1,NONE,33664.0,11478.0,0,0
1966,2026-02-19 02:14:04,LOW,0,7,4,0,0.0,0.0,0.0,0,NONE,33739.0,6232.0,0,0
3381,2026-02-19 02:14:05,LOW,1,6,0,1,84645.0,0.0019,0.9981,-1,OVERSPENDING,78992.0,19311.0,0,0
2181,2026-02-19 02:14:06,LOW,1,4,0,0,743.0,1.0,0.0,-1,NONE,50068.0,1903.0,0,0
4962,2026-02-19 02:14:07,LOW,0,1,0,0,3382.0,0.0,1.0,-1,NONE,63306.0,13045.0,0,0
3696,2026-02-19 02:14:09,LOW,3,10,0,0,5725.0,0.2349,0.7651,-1,INCOME_SHOCK,8031.0,4580.0,0,0
4583,2026-02-19 02:14:09,LOW,0,5,1,0,5690.0,0.2202,0.7798,-1,NONE,9966.0,4950.0,0,0
2565,2026-02-19 02:14:10,LOW,0,2,0,0,193.0,1.0,0.0,-1,NONE,31870.0,7749.0,0,0
4406,2026-02-19 02:14:11,LOW,1,4,0,3,16320.0,0.0,1.0,-1,OVERSPENDING,50808.0,10648.0,0,0
2955,2026-02-19 02:14:12,LOW,0,2,0,0,13566.0,0.0668,0.9332,-1,NONE,64439.0,43504.0,0,0
3971,2026-02-19 02:14:14,LOW,0,1,0,0,195.0,1.0,0.0,-1,NONE,30694.0,14567.0,0,0
4166,2026-02-19 02:14:15,LOW,0,6,1,0,925.0,0.0,1.0,-1,NONE,43300.0,12774.0,0,0
548,2026-02-19 02:14:16,LOW,0,1,1,0,0.0,0.0,0.0,-1,NONE,59672.0,11513.0,0,0
2365,2026-02-19 02:14:16,LOW,2,9,0,0,7237.0,0.4835,0.5165,-1,NONE,8260.0,12576.0,0,0
1419,2026-02-19 02:14:18,LOW,0,2,0,0,384.0,1.0,0.0,-1,NONE,64351.0,36165.0,0,0
2011,2026-02-19 02:14:19,LOW,1,6,0,0,4197.0,1.0,0.0,-1,NONE,62234.0,32085.0,0,0
3068,2026-02-19 02:14:20,LOW,1,5,0,4,3971.0,0.7698,0.2302,-1,NONE,83187.0,14469.0,0,0
3437,2026-02-19 02:14:21,LOW,1,4,0,3,61.0,1.0,0.0,-1,NONE,12765.0,6262.0,0,0
2317,2026-02-19 02:14:22,LOW,0,1,0,0,11985.0,0.0,1.0,-1,NONE,55129.0,4922.0,0,0
3935,2026-02-19 02:14:22,LOW,1,5,0,0,11126.0,1.0,0.0,-1,NONE,35621.0,5658.0,0,0
1871,2026-02-19 02:14:23,LOW,1,5,0,0,11486.0,0.2042,0.7958,-1,OVERSPENDING,82885.0,8101.0,0,0
445,2026-02-19 02:14:25,LOW,1,5,0,0,7676.0,0.0,1.0,-1,OVERSPENDING,69369.0,32529.0,0,0
2484,2026-02-19 02:14:26,LOW,0,6,1,3,11039.0,0.9474,0.0526,-1,NONE,46423.0,39901.0,0,0
1933,2026-02-19 02:14:27,LOW,0,1,0,0,8817.0,0.0,1.0,-1,NONE,65733.0,11252.0,0,0
289,2026-02-19 02:14:28,LOW,0,2,1,0,0.0,0.0,0.0,-1,NONE,28471.0,14765.0,0,0
732,2026-02-19 02:14:29,LOW,1,5,0,0,3044.0,1.0,0.0,-1,NONE,63720.0,2457.0,0,0
3556,2026-02-19 02:14:31,LOW,2,8,0,4,1233.0,1.0,0.0,-1,NONE,61748.0,32246.0,0,0
3272,2026-02-19 02:14:32,LOW,2,8,0,0,2814.0,0.0,1.0,-1,NONE,71572.0,6735.0,0,0
3662,2026-02-19 02:14:33,LOW,1,5,0,4,7882.0,0.7501,0.2499,-1,NONE,13888.0,20509.0,0,0
3493,2026-02-19 02:14:36,LOW,1,4,0,0,31089.0,0.0393,0.9607,-1,OVERSPENDING,68707.0,5309.0,0,0
934,2026-02-19 02:14:37,LOW,1,6,0,1,4821.0,0.196,0.804,-1,NONE,26413.0,1938.0,0,0
2599,2026-02-19 02:14:38,LOW,0,5,1,0,11258.0,0.1161,0.8839,-1,OVERSPENDING,49861.0,9939.0,0,0
370,2026-02-19 02:14:38,LOW,0,3,0,0,3208.0,0.6633,0.3367,-1,NONE,67065.0,5953.0,0,0
602,2026-02-19 02:14:40,LOW,1,5,0,3,15272.0,0.0598,0.9402,-1,OVERSPENDING,23629.0,5759.0,0,0
3139,2026-02-19 02:14:41,LOW,1,4,0,0,1855.0,1.0,0.0,-1,NONE,10741.0,13648.0,0,0
3248,2026-02-19 02:14:42,LOW,2,9,0,0,8216.0,0.1441,0.8559,-1,NONE,39030.0,3681.0,0,0
1833,2026-02-19 02:14:43,LOW,0,3,0,0,2116.0,1.0,0.0,-1,NONE,51101.0,10829.0,0,0
